Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
adopt-a-dog-tee-dog-rescue-animal-lover-tee,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptADogTeeDogRescueAnimalLoverteeSweatshirtcopy-mug-02.png,2,Adopt A Dog Tee Dog Rescue Animal Lover Tee Sweatshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-a-dog-tee-dog-rescue-animal-lover-tee,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptADogTeeDogRescueAnimalLoverteeSweatshirtcopy-mug-03.png,3,Adopt A Dog Tee Dog Rescue Animal Lover Tee Sweatshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-a-dog-tee-dog-rescue-animal-lover-tee,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptADogTeeDogRescueAnimalLoverteeSweatshirtcopy-mug-04.png,4,Adopt A Dog Tee Dog Rescue Animal Lover Tee Sweatshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-a-dog-tee-dog-rescue-animal-lover-tee,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptADogTeeDogRescueAnimalLoverteeSweatshirtcopy-mug-05.png,5,Adopt A Dog Tee Dog Rescue Animal Lover Tee Sweatshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-and-rescue-animal-tshirt-for-animal,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-01.png,1,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-02.png,2,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-03.png,3,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-04.png,4,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-and-rescue-animal-tshirt-for-animal,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptandRescueAnimalTshirtforAnimalFosterampSheltersTShirtcopy-mug-05.png,5,Adopt And Rescue Animal Tshirt For Animal Foster Amp Shelters Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-dont-shop-dog-funny-dog-dad-mom,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-01.png,1,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-02.png,2,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-03.png,3,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-04.png,4,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-dont-shop-dog-funny-dog-dad-mom,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopDogFunnyBestDogDadMomChristmasGiftSweatshirt155626copy-mug-05.png,5,Adopt Dont Shop Dog Funny Best Dog Dad Mom Christmas Gift Sweatshirt 155626 Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-dont-shop-tshirt-rescue-animals-shirt,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-01.png,1,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-02.png,2,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-03.png,3,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-04.png,4,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adopt-dont-shop-tshirt-rescue-animals-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdoptDontShopTShirtRescueAnimalsShirtCatandDogcopy-mug-05.png,5,Adopt Dont Shop Tshirt Rescue Animals Shirt Cat And Dog Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adorable-anatomy-of-a-newfoundland-dog-shirt,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-01.png,1,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-02.png,2,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-03.png,3,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-04.png,4,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adorable-anatomy-of-a-newfoundland-dog-shirt,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdorableAnatomyofaNewfoundlandDogShirtTShirtcopy-mug-05.png,5,Adorable Anatomy Of A Newfoundland Dog Shirt Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adulting-would-not-recommend-funny-one-star,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-01.png,1,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-02.png,2,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adulting-would-not-recommend-funny-one-star,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-03.png,3,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adulting-would-not-recommend-funny-one-star,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-04.png,4,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adulting-would-not-recommend-funny-one-star,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdultingWouldNotRecommendFunnyReviewOneStarPulloverHoodiecopy-mug-05.png,5,Adulting Would Not Recommend Funny Review One Star Pullover Hoodie Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adventure-time-ice-king-geo-tshirt-copy-mug,Adventure Time Ice King Geo Tshirt Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adventure Time Ice King Geo Tshirt Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-01.png,1,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-02.png,2,Adventure Time Ice King Geo Tshirt Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-03.png,3,Adventure Time Ice King Geo Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-04.png,4,Adventure Time Ice King Geo Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adventure-time-ice-king-geo-tshirt-copy-mug,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeIceKingGeoTShirtcopy-mug-05.png,5,Adventure Time Ice King Geo Tshirt Copy-Mug,,,,,,,,,,,,,,,,,,,,,
adventure-time-sugar-zombies-tshirt-mug,Adventure Time Sugar Zombies Tshirt-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Adventure Time Sugar Zombies Tshirt-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-01.png,1,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-02.png,2,Adventure Time Sugar Zombies Tshirt-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-03.png,3,Adventure Time Sugar Zombies Tshirt-Mug,,,,,,,,,,,,,,,,,,,,,
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-04.png,4,Adventure Time Sugar Zombies Tshirt-Mug,,,,,,,,,,,,,,,,,,,,,
adventure-time-sugar-zombies-tshirt-mug,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AdventureTimeSugarZombiesTShirt-mug-05.png,5,Adventure Time Sugar Zombies Tshirt-Mug,,,,,,,,,,,,,,,,,,,,,
afghan-hound-dog-vintage-retro-gift-for,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-01.png,1,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-02.png,2,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-03.png,3,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,,,,,,,,,,,,,,,,,,,,,
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-04.png,4,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,,,,,,,,,,,,,,,,,,,,,
afghan-hound-dog-vintage-retro-gift-for,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AfghanHoundDogVintageRetroGiftForAfghanHoundLoversPulloverHoodie-mug-05.png,5,Afghan Hound Dog Vintage Retro Gift For Afghan Hound Lovers Pullover Hoodie-Mug,,,,,,,,,,,,,,,,,,,,,
agility-dog-tshirt-love-wine-and-dogs-that,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,"<p>Enjoy your morning with a funny coffee cup design! This coffee mug is the perfect conversation starter, and sure to amuse anyone. <br />Grip it and sip it. Are you looking for some special gift for your friends, your father, your mother, son, boyfriend, girlfriend? We have this idea for you. This product <strong>Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug</strong> is perfect for you. Full-color imprinting, strong ceramic construction, and everyday convenience come together in one product.</p>
<ul>
<li>Funny, unique, pretty, or personal, it's your choice for the perfect coffee mug for the one you love.</li>
<li>Printed on only the highest quality mugs. The print will never fade no matter how many times it is washed.</li>
<li>11 oz. and 15 oz. options available.</li>
<li>Perfect for all hot &amp; cold beverages.</li>
<li>High Gloss + Premium White Finish</li>
<li>Microwave safe.</li>
<li>Dishwasher safe.</li>
</ul>
<p>Whether you're drinking your morning coffee, evening tea, or something in between &ndash; this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.</p>",Amazingazx,Mug,,TRUE,color,11oz,,,,,,100,1,,deny,manual,14.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-01.png,1,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,15oz,,,,,,100,1,,deny,manual,17.95,,TRUE,FALSE,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-02.png,2,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,FALSE,,,,,,,,,,,,,,,,,g,,,active
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-03.png,3,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,,,,,,,,,,,,,,,,,,,,,
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-04.png,4,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,,,,,,,,,,,,,,,,,,,,,
agility-dog-tshirt-love-wine-and-dogs-that,,,,,,,,,,,,,,,,,,,,,,,,https://rogo-speaker.s3.amazonaws.com/images/AgilityDogTShirtLoveWineandDogsThatLiketoBarHopcopy-mug-05.png,5,Agility Dog Tshirt Love Wine And Dogs That Like To Bar Hop Copy-Mug,,,,,,,,,,,,,,,,,,,,,
